sl_no,gender,ssc_p,ssc_b,hsc_p,hsc_b,hsc_s,degree_p,degree_t,workex,etest_p,specialisation,mba_p,status,salary,workex_binary,total_score,average_score,degree_category_Low,degree_category_Medium,mba_category_Low,mba_category_Medium
19,0,-0.3307905446138748,Central,-0.01335154860999423,Central,Commerce,-0.2598197448892204,Comm&Mgmt,No,-0.23288157307831509,Mkt&HR,0.41091540924789405,Not Placed,0.6930203739721641,-0.7187952884282609,-0.20247556007778586,-0.20247556007778492,False,True,False,True
20,1,-0.6175530636415106,Others,0.09188802900017778,Others,Arts,0.5978681675020405,Comm&Mgmt,Yes,-1.5937075135204022,Mkt&Fin,2.889146981921792,Placed,-1.0562620923111221,1.391216687280505,-0.19287086852077676,-0.1928708685207753,False,True,False,False
21,1,-0.42637805095642006,Others,-0.11859112622016624,Others,Commerce,0.02607622590786659,Comm&Mgmt,No,-1.6309904159982673,Mkt&HR,-0.9134400582635727,Placed,-0.09284359554635027,-0.7187952884282609,-1.0430516694463177,-1.0430516694463157,False,True,True,False
24,0,1.0456695467187775,Others,-0.6447890142710263,Others,Science,-0.15403823569429892,Sci&Tech,Yes,1.6312635508149544,Mkt&Fin,0.32836750747888643,Placed,1.0699028660663055,1.391216687280505,0.8798738195188899,0.8798738195188908,False,True,False,True
26,0,-1.3268123607031965,Others,-1.213082733365955,Central,Commerce,-2.2325019433891202,Comm&Mgmt,Yes,0.3885001348861081,Mkt&Fin,0.6352303597071535,Not Placed,0.6930203739721641,1.391216687280505,-1.0758400992443813,-1.075840099244379,True,False,False,True
27,1,0.43390950612648727,Others,1.354762960322242,Others,Commerce,0.02607622590786659,Comm&Mgmt,Yes,1.7866089778060603,Mkt&Fin,-0.7609058919512772,Placed,-0.923376782412533,1.391216687280505,1.2041149586330722,1.2041149586330744,False,True,True,False
28,1,-0.3307905446138748,Others,0.09188802900017778,Others,Commerce,0.02607622590786659,Comm&Mgmt,No,-0.23288157307831509,Mkt&HR,-0.7357826174998401,Placed,-0.09284359554635027,-0.7187952884282609,-0.31475109241660826,-0.31475109241660726,False,True,True,False
30,1,-0.42637805095642006,Central,0.09188802900017778,Central,Commerce,-1.1175076572804812,Comm&Mgmt,No,0.466172848381661,Mkt&Fin,-1.884275163851248,Not Placed,0.6930203739721641,-0.7187952884282609,-0.5267166991919662,-0.5267166991919638,True,False,True,False
31,0,-0.23520303827132955,Central,0.7759452834662959,Central,Commerce,1.026712123697671,Comm&Mgmt,No,-1.4756449890071615,Mkt&HR,-0.9134400582635727,Placed,-0.5911635076660599,-0.7187952884282609,-0.39721896130264656,-0.3972189613026437,False,True,True,False
32,0,0.05155948075630622,Central,-1.3814660575422304,Central,Science,-0.1168717594906769,Sci&Tech,No,-0.5435724270605267,Mkt&HR,-0.6227278824683729,Not Placed,0.6930203739721641,-0.7187952884282609,-0.790680118879406,-0.7906801188794041,False,True,True,False
33,0,-0.5219655572989653,Central,1.565242115542586,Central,Commerce,0.0832554200672848,Comm&Mgmt,No,-1.561861700987225,Mkt&HR,0.07534024336084244,Placed,0.33903366162406473,-0.7187952884282609,-0.3210438213677516,-0.32104382136775017,False,True,False,True
34,0,1.9633096076072114,Others,-0.11859112622016624,Others,Science,2.170296006886019,Comm&Mgmt,Yes,1.320572696832743,Mkt&Fin,1.97214746444434,Placed,-0.2589502329195868,1.391216687280505,2.0728427501514552,2.072842750151458,False,False,False,True
35,1,-0.42637805095642006,Others,-1.5919452127625744,Others,Science,-1.9751955696717423,Others,No,-0.19870557914027198,Mkt&HR,0.17583334116659105,Not Placed,0.6930203739721641,-0.7187952884282609,-1.1586391643910057,-1.1586391643910037,True,False,False,True
36,0,0.24273449344139675,Central,1.24952338271207,Central,Commerce,0.8837641382991275,Comm&Mgmt,No,0.00013656740834360801,Mkt&HR,0.17044978235556862,Placed,1.0699028660663055,-0.7187952884282609,0.7136132967044685,0.7136132967044703,False,True,False,True
37,1,-1.477840620724418,Central,-2.3286222560337784,Central,Commerce,-1.2604556426790248,Comm&Mgmt,No,-0.5435724270605267,Mkt&Fin,-1.8555628501924621,Not Placed,0.6930203739721641,-0.7187952884282609,-2.111159609837774,-2.111159609837771,True,False,True,False
38,0,1.1986095568668493,Central,1.039044227491726,Central,Science,-0.031102968251551618,Sci&Tech,No,-1.009608708033844,Mkt&HR,-1.1341659695154847,Placed,1.7343294155592515,-0.7187952884282609,0.09526987818947803,0.09526987818947943,False,True,True,False
39,0,0.6250845188115778,Others,-0.8552681694913703,Others,Science,0.02607622590786659,Comm&Mgmt,No,-1.3436013760647214,Mkt&HR,-0.884727744604788,Placed,-0.923376782412533,-0.7187952884282609,-0.7827314086253297,-0.7827314086253279,False,True,True,False
41,0,1.103022050524304,Central,1.144283805101898,Others,Commerce,2.0273480214874753,Comm&Mgmt,No,-0.8542632810427383,Mkt&Fin,0.88466858461785,Placed,0.6380256088958904,-0.7187952884282609,1.0110275387111443,1.0110275387111465,False,False,False,True
42,0,0.720672025154123,Others,-0.3122319490228831,Others,Commerce,-0.1168717594906769,Comm&Mgmt,Yes,-0.4658997135649738,Mkt&HR,1.4302025441347699,Not Placed,0.6930203739721641,1.391216687280505,0.18966081245662883,0.1896608124566279,False,True,False,True
44,1,1.9633096076072114,Others,2.196679581203618,Others,Commerce,0.3119721967049536,Comm&Mgmt,No,1.8642816913016131,Mkt&HR,0.19916209601435322,Placed,1.0699028660663055,-0.7187952884282609,2.275534861630392,2.2755348616303928,False,True,False,True
45,0,1.0074345441817587,Others,0.7233254946612099,Others,Commerce,2.170296006886019,Comm&Mgmt,Yes,1.3982454103282957,Mkt&Fin,1.4194354265127251,Placed,-2.252229881398425,1.391216687280505,1.9377146758321644,1.9377146758321662,False,False,False,True
46,0,0.9118470378392135,Central,-0.22383070383033826,Central,Science,0.8837641382991275,Sci&Tech,No,-1.009608708033844,Mkt&HR,0.850572712148043,Not Placed,0.6930203739721641,-0.7187952884282609,0.17674415829375398,0.1767441582937563,False,True,False,True
47,0,0.42339488042880735,Others,0.6159811254988348,Others,Science,-0.031102968251551618,Comm&Mgmt,No,-0.23288157307831509,Mkt&HR,1.7657777100218204,Not Placed,0.6930203739721641,-0.7187952884282609,0.5599382317923338,0.5599382317923357,False,True,False,True
48,1,-0.3307905446138748,Central,-0.6447890142710263,Central,Commerce,-1.2604556426790248,Comm&Mgmt,Yes,0.5438455618772139,Mkt&Fin,-1.2992617730534999,Placed,-2.119344571499836,1.391216687280505,-0.617464474592667,-0.6174644745926646,True,False,True,False
49,1,-0.3307905446138748,Others,-0.43430985905068226,Others,Commerce,0.3119721967049536,Comm&Mgmt,No,-0.5435724270605267,Mkt&Fin,0.12020323345269432,Placed,-0.5911635076660599,-0.7187952884282609,-0.3886078585273979,-0.3886078585273948,False,True,False,True
51,0,0.8353770327651776,Central,0.7443734101832445,Central,Science,0.36915139086437176,Comm&Mgmt,No,-0.4658997135649738,Mkt&HR,0.2135182528437455,Placed,-2.252229881398425,-0.7187952884282609,0.4499810732776167,0.4499810732776181,False,True,False,True
52,1,-1.1528430991597642,Central,-0.5269206873476339,Central,Commerce,-1.3748140309978591,Comm&Mgmt,No,-0.31055428657386797,Mkt&HR,0.15429910592250135,Not Placed,0.6930203739721641,-0.7187952884282609,-0.987741893928372,-0.98774189392837,True,False,False,True
53,0,-2.4442303098475504,Others,-2.1360338290071637,Others,Commerce,-1.8322475842731987,Comm&Mgmt,No,0.01567111010745441,Mkt&HR,0.663942673365938,Not Placed,0.6930203739721641,-0.7187952884282609,-1.8144077603522704,-1.8144077603522697,True,False,False,True
55,0,0.720672025154123,Central,-0.6447890142710263,Others,Science,0.45492018210349705,Comm&Mgmt,No,0.5438455618772139,Mkt&HR,0.6765043105916578,Placed,-1.7206886418040683,-0.7187952884282609,0.5089340076620125,0.5089340076620138,False,True,False,True
56,1,-0.5793180611044926,Central,0.049792197956108376,Others,Science,-0.1168717594906769,Comm&Mgmt,No,0.00013656740834360801,Mkt&HR,-1.629453380129529,Placed,-1.587803331905479,-0.7187952884282609,-0.5128064562473347,-0.5128064562473316,False,True,True,False
57,1,-0.3307905446138748,Others,0.5549421704849352,Others,Commerce,-0.6314845069254337,Comm&Mgmt,No,-0.23288157307831509,Mkt&Fin,0.9133808982766346,Placed,-0.923376782412533,-0.7187952884282609,-0.01700565414934623,-0.017005654149345288,False,True,False,True
59,1,0.720672025154123,Central,-0.43430985905068226,Others,Science,0.3119721967049536,Comm&Mgmt,No,0.2331547078950023,Mkt&Fin,-0.681947029389617,Placed,0.006820386877591651,-0.7187952884282609,0.15885956022208428,0.1588595602220871,False,True,True,False
60,1,-1.3249006105763454,Central,-0.057552171206266656,Others,Science,0.8994884166929672,Sci&Tech,No,-1.040677793432065,Mkt&Fin,-0.9206181366782701,Placed,-0.09284359554635027,-0.7187952884282609,-0.8824214830618654,-0.8824214830618644,False,True,True,False
61,1,0.720672025154123,Central,0.40760676183069383,Central,Science,0.8837641382991275,Comm&Mgmt,Yes,-0.8542632810427383,Mkt&Fin,-0.8165359996651728,Placed,-0.2589502329195868,1.391216687280505,0.06778058856079734,0.06778058856079827,False,True,True,False
62,1,1.6956645898480849,Central,0.7654213257052792,Central,Commerce,0.15329993291257038,Comm&Mgmt,No,-0.7299869394498535,Mkt&Fin,0.12379227266004175,Placed,1.0699028660663055,-0.7187952884282609,0.5755044560399002,0.5755044560399024,False,True,False,True
63,0,1.9155158544359387,Others,-0.20278278830830354,Others,Science,0.2262034054658283,Sci&Tech,No,-0.9319359945382911,Mkt&Fin,-0.37687869676502506,Placed,-0.923376782412533,-0.7187952884282609,0.18535526106900452,0.18535526106900638,False,True,True,False
64,1,-0.5219655572989653,Others,0.40760676183069383,Others,Commerce,-0.2598197448892204,Comm&Mgmt,No,-0.19404521633053864,Mkt&HR,-0.41097456923483205,Not Placed,0.6930203739721641,-0.7187952884282609,-0.27136438227977694,-0.271364382279776,False,True,True,False
65,1,1.2941970632093946,Others,0.7233254946612099,Others,Commerce,1.312608094494758,Comm&Mgmt,No,-0.7765905675471854,Mkt&Fin,-0.5401799806993652,Placed,-0.923376782412533,-0.7187952884282609,0.5493399514535643,0.5493399514535665,False,False,True,False
66,1,-1.1910781016967822,Others,-2.0129035232032626,Others,Science,-1.2604556426790248,Comm&Mgmt,No,1.451839582640227,Mkt&HR,-0.8416592741166099,Not Placed,0.6930203739721641,-0.7187952884282609,-0.8744727728077891,-0.8744727728077869,True,False,True,False
67,1,1.5809595822370304,Others,0.8285650722713819,Others,Science,0.02607622590786659,Comm&Mgmt,No,-0.16142267666240628,Mkt&HR,-0.5976046080169357,Placed,0.23936967920012278,-0.7187952884282609,0.6354509792060544,0.6354509792060554,False,True,True,False
68,1,1.3821375690445363,Others,1.3021431715171559,Others,Commerce,0.16902421130641007,Comm&Mgmt,No,-0.177733946496473,Mkt&Fin,-0.14359114828739453,Placed,0.23936967920012278,-0.7187952884282609,0.8255576327827047,0.8255576327827069,False,True,False,True
69,0,0.3096457478811787,Central,-2.0129035232032626,Central,Commerce,0.9838277280781084,Sci&Tech,No,0.6215182753727668,Mkt&HR,-0.4576320789303577,Not Placed,0.6930203739721641,-0.7187952884282609,-0.11768931736764231,-0.11768931736764135,False,True,True,False
70,1,0.6250845188115778,Central,0.7233254946612099,Central,Science,0.02607622590786659,Sci&Tech,Yes,-0.0775361460872093,Mkt&Fin,1.1269287311138492,Placed,0.23936967920012278,1.391216687280505,0.625183895127873,0.6251838951278743,False,True,False,True
72,1,0.8162595314966683,Others,0.43812623933764433,Others,Commerce,0.740816152900584,Comm&Mgmt,No,1.8642816913016131,Mkt&Fin,0.9241480158986795,Placed,-0.923376782412533,-0.7187952884282609,1.5578325649394522,1.5578325649394535,False,True,False,True
73,1,1.7587523440341644,Others,0.09188802900017778,Others,Science,1.7414520506903883,Comm&Mgmt,No,1.9031180480493897,Mkt&Fin,1.209476632882858,Placed,-0.923376782412533,-0.7187952884282609,2.076485909017907,2.076485909017908,False,False,False,True
74,1,-0.17785053446580293,Central,1.8630701201793725,Others,Commerce,0.8437387023875351,Comm&Mgmt,No,1.165227269841637,Mkt&Fin,-0.3661115791429802,Placed,-1.6542459868547736,-0.7187952884282609,1.1494675756362989,1.1494675756363002,False,True,True,False
75,1,-0.9425505852061643,Central,-0.13963904174220093,Central,Commerce,0.6264577645817496,Comm&Mgmt,No,1.0308534754943302,Mkt&Fin,0.9708055255942063,Placed,2.2658706551536083,-0.7187952884282609,0.39334651271732435,0.3933465127173272,False,True,False,True
76,0,-0.7131405699840558,Central,-0.43430985905068226,Others,Commerce,1.6699780579911165,Comm&Mgmt,No,0.2331547078950023,Mkt&HR,0.9349151335207243,Not Placed,0.6930203739721641,-0.7187952884282609,0.27510944768794476,0.2751094476879476,False,False,False,True
77,0,0.0037657275850335905,Others,0.4497025928747632,Central,Arts,0.8737577793212304,Comm&Mgmt,No,-0.7765905675471854,Mkt&Fin,0.44501128171770105,Placed,-1.255590057159006,-0.7187952884282609,0.09626346697123661,0.09626346697123897,False,True,False,True
79,1,1.6765470885795757,Others,2.6071139338832894,Others,Science,-0.18834575218994865,Sci&Tech,No,1.1683341783814596,Mkt&Fin,-0.4253307260642244,Placed,0.07326304182688627,-0.7187952884282609,1.7774156857083,1.777415685708303,False,True,True,False
80,0,0.24273449344139675,Central,-0.43430985905068226,Central,Science,0.02607622590786659,Sci&Tech,No,0.3108274213905552,Mkt&HR,1.1125725742844568,Not Placed,0.6930203739721641,-0.7187952884282609,0.2913380644566835,0.2913380644566858,False,True,False,True
81,0,0.24273449344139675,Others,-0.43430985905068226,Others,Commerce,0.45492018210349705,Comm&Mgmt,Yes,-0.31055428657386797,Mkt&HR,0.10046351781227959,Placed,-0.923376782412533,1.391216687280505,-0.06105475680734994,-0.06105475680734805,False,True,False,True
82,1,1.4566958239917218,Others,-0.32907028144051026,Others,Science,0.16902421130641007,Comm&Mgmt,Yes,1.165227269841637,Mkt&Fin,1.509161406696429,Placed,1.0699028660663055,1.391216687280505,1.2157068277535983,1.2157068277536007,False,True,False,True
83,1,-0.3307905446138748,Central,0.09188802900017778,Central,Commerce,1.1696601090962144,Comm&Mgmt,No,0.8545364158594255,Mkt&Fin,-0.24228972648946942,Not Placed,0.6930203739721641,-0.7187952884282609,0.5049596525349743,0.5049596525349758,False,True,False,True
84,1,1.6765470885795757,Others,1.354762960322242,Others,Science,0.3119721967049536,Sci&Tech,Yes,1.0098818428505312,Mkt&Fin,0.8792850258068275,Placed,1.0699028660663055,1.391216687280505,1.6724264711023797,1.6724264711023806,False,True,False,True
85,1,0.338321999783942,Central,-0.32907028144051026,Others,Science,0.5978681675020405,Sci&Tech,Yes,-1.2426268485205028,Mkt&Fin,0.03765533168368671,Placed,1.0699028660663055,1.391216687280505,-0.37072326045572634,-0.3707232604557244,False,True,False,True
87,1,-0.42637805095642006,Others,-0.32907028144051026,Others,Commerce,-0.2598197448892204,Comm&Mgmt,No,-0.31055428657386797,Mkt&Fin,-0.8542209113423285,Placed,-1.587803331905479,-0.7187952884282609,-0.6015670540845164,-0.6015670540845133,False,True,True,False
88,1,-0.6557880661785286,Central,-1.5919452127625744,Central,Science,-0.8316116864833943,Others,No,0.3108274213905552,Mkt&HR,-0.4863443925891435,Not Placed,0.6930203739721641,-0.7187952884282609,-0.8781159316742411,-0.8781159316742394,False,True,True,False
89,0,-0.044028025586239035,Central,-0.43430985905068226,Central,Commerce,1.026712123697671,Comm&Mgmt,No,-1.009608708033844,Mkt&HR,0.4611619581507683,Placed,-1.9200166066519522,-0.7187952884282609,-0.25944131689866257,-0.25944131689866157,False,True,False,True
90,0,1.6765470885795757,Others,0.9338046498815539,Others,Science,0.45492018210349705,Sci&Tech,Yes,-0.6989178540516324,Mkt&HR,0.10225803741595331,Placed,-1.9200166066519522,1.391216687280505,0.7010278388021817,0.7010278388021844,False,True,False,True
92,1,-1.3822531143818726,Central,-0.9605077471015423,Central,Commerce,-2.1467331521499946,Comm&Mgmt,No,-0.31055428657386797,Mkt&HR,0.17942238037393848,Not Placed,0.6930203739721641,-0.7187952884282609,-1.3778910888992657,-1.3778910888992637,True,False,False,True
93,0,-0.5955679371827255,Central,0.3023671842205218,Central,Science,0.02607622590786659,Comm&Mgmt,No,0.07780928090389651,Mkt&Fin,-0.41635812804585454,Placed,-1.255590057159006,-0.7187952884282609,-0.14882176586277115,-0.1488217658627702,False,True,True,False
94,1,-1.3822531143818726,Central,-0.43430985905068226,Central,Commerce,-1.6892995988746553,Comm&Mgmt,No,0.07780928090389651,Mkt&HR,-1.1449330871375294,Not Placed,0.6930203739721641,-0.7187952884282609,-1.185134865237924,-1.1851348652379228,True,False,True,False
95,1,-0.8087280763266012,Central,-0.43430985905068226,Central,Commerce,-0.2598197448892204,Comm&Mgmt,No,-1.3296202876355219,Mkt&Fin,-1.2238919496991882,Placed,-0.2589502329195868,-0.7187952884282609,-1.2699211079480677,-1.2699211079480652,False,True,True,False
97,0,0.9118470378392135,Central,0.40760676183069383,Central,Science,1.4555560798933014,Comm&Mgmt,Yes,-0.3882270000694209,Mkt&Fin,0.47551811498016067,Placed,1.0699028660663055,1.391216687280505,0.7036774088868731,0.703677408886875,False,False,False,True
98,0,0.3861157529552146,Central,-0.38169007024559626,Others,Commerce,-0.6886637010848509,Comm&Mgmt,No,1.7796184335914602,Mkt&Fin,1.2992026130665617,Not Placed,0.6930203739721641,-0.7187952884282609,0.8527157261507954,0.8527157261507977,False,True,False,True
99,0,0.24273449344139675,Central,0.7233254946612099,Central,Commerce,-0.1168717594906769,Comm&Mgmt,No,-0.0775361460872093,Mkt&Fin,-0.8039743624394541,Placed,-1.587803331905479,-0.7187952884282609,0.1032185884435524,0.10321858844355333,False,True,True,False
100,1,-1.1910781016967822,Central,1.670481693152758,Others,Commerce,-0.40276773028776386,Sci&Tech,No,-1.6309904159982673,Mkt&Fin,-0.41635812804585454,Not Placed,0.6930203739721641,-0.7187952884282609,-0.7525925489119576,-0.7525925489119561,False,True,True,False
101,0,-2.0513656587796896,Others,-0.9605077471015423,Others,Commerce,-1.1175076572804812,Comm&Mgmt,Yes,-1.1346617767616842,Mkt&HR,0.5670386147675394,Not Placed,0.6930203739721641,1.391216687280505,-1.6511280038831284,-1.6511280038831255,True,False,False,True
103,0,1.0074345441817587,Others,-0.5395494366608543,Others,Commerce,0.3119721967049536,Comm&Mgmt,Yes,-1.0484450647816206,Mkt&Fin,-0.08616652096982406,Placed,1.0699028660663055,1.391216687280505,-0.2114178591136207,-0.21141785911361835,False,True,False,True
104,1,0.6250845188115778,Central,1.24952338271207,Central,Science,1.026712123697671,Sci&Tech,Yes,1.0875545563460842,Mkt&HR,0.7249563398908572,Placed,-0.923376782412533,1.391216687280505,1.4452258363400416,1.445225836340043,False,True,False,True
106,1,-0.7131405699840558,Central,-0.22383070383033826,Others,Science,-1.1175076572804812,Sci&Tech,No,1.0875545563460842,Mkt&HR,-1.1646728027779443,Not Placed,0.6930203739721641,-0.7187952884282609,-0.3276677465794812,-0.32766774657947884,True,False,True,False
107,1,-0.5143185567915619,Others,-1.6971847903727464,Others,Science,-1.6892995988746553,Sci&Tech,No,0.00013656740834360801,Mkt&Fin,0.69983306543942,Not Placed,0.6930203739721641,-0.7187952884282609,-0.9744940435049128,-0.9744940435049104,True,False,False,True
108,1,1.485372075894485,Others,2.512398314034134,Others,Commerce,2.4561919776831056,Comm&Mgmt,No,0.6991909888683197,Mkt&HR,2.1049419151162208,Placed,-2.252229881398425,-0.7187952884282609,2.5610260382559535,2.561026038255955,False,False,False,True
109,1,-0.5219655572989653,Central,1.670481693152758,Central,Commerce,0.45492018210349705,Comm&Mgmt,No,1.0098818428505312,Mkt&Fin,-0.6245224020720466,Placed,1.0699028660663055,-0.7187952884282609,0.7656111096165484,0.7656111096165493,False,True,True,False
110,1,-1.3822531143818726,Central,-0.32907028144051026,Others,Science,-0.1168717594906769,Sci&Tech,Yes,1.165227269841637,Mkt&HR,-1.0229057540876911,Not Placed,0.6930203739721641,1.391216687280505,-0.3015032419931472,-0.30150324199314527,False,True,True,False
111,0,0.29052824661266935,Central,0.40760676183069383,Central,Science,0.8837641382991275,Sci&Tech,No,-1.0717468788302862,Mkt&HR,-1.2543987829616479,Placed,-0.5911635076660599,-0.7187952884282609,-0.25480456925045203,-0.25480456925044964,False,True,True,False
112,1,-1.477840620724418,Others,-1.2762264799320584,Others,Science,-0.6886637010848509,Sci&Tech,No,-0.8542632810427383,Mkt&HR,-0.2063993344159874,Not Placed,0.6930203739721641,-0.7187952884282609,-1.4755939857722842,-1.4755939857722813,False,True,False,True
113,1,-0.8087280763266012,Others,-0.5395494366608543,Others,Commerce,-0.6886637010848509,Comm&Mgmt,No,-1.009608708033844,Mkt&HR,-1.4087274688776183,Placed,-0.5911635076660599,-0.7187952884282609,-1.3000599676614397,-1.3000599676614382,False,True,True,False
114,0,0.7168485249004206,Others,1.354762960322242,Others,Commerce,0.16902421130641007,Comm&Mgmt,No,0.08946018792822988,Mkt&Fin,0.23146344888048653,Placed,0.4054763165733593,-0.7187952884282609,0.7947563805481601,0.7947563805481614,False,True,False,True
115,1,-0.1396155319287843,Central,0.19712760661034978,Others,Science,0.45492018210349705,Comm&Mgmt,No,-1.3436013760647214,Mkt&HR,-1.2167138712844923,Placed,-0.5911635076660599,-0.7187952884282609,-0.6784045865405837,-0.6784045865405806,False,True,True,False
116,0,0.6250845188115778,Others,-0.32907028144051026,Others,Science,0.02607622590786659,Comm&Mgmt,No,1.3982454103282957,Mkt&Fin,-0.23152260886742457,Placed,-1.7206886418040683,-0.7187952884282609,0.6725449603917424,0.6725449603917437,False,True,False,True
117,1,0.1662644883673608,Central,0.7022775791391751,Central,Commerce,0.11184501714699187,Comm&Mgmt,Yes,1.941954404797166,Mkt&Fin,1.6258051809352423,Placed,1.0699028660663055,1.391216687280505,1.4326403784377588,1.4326403784377595,False,True,False,True
118,1,1.0074345441817587,Others,0.9338046498815539,Others,Science,1.026712123697671,Sci&Tech,No,0.6991909888683197,Mkt&Fin,0.9438877315390941,Placed,-0.923376782412533,-0.7187952884282609,1.3531532758969962,1.353153275896997,False,True,False,True
119,1,0.9118470378392135,Central,1.460002537932414,Central,Science,1.7414520506903883,Sci&Tech,Yes,2.019627118292719,Mkt&HR,1.5594079555993032,Placed,0.2725910066747701,1.391216687280505,2.32786387080306,2.3278638708030623,False,False,False,True
122,0,-0.23520303827132955,Central,0.09188802900017778,Others,Science,0.5406889733426223,Sci&Tech,Yes,-1.1905861304784822,Mkt&HR,1.7406544355703832,Placed,-0.5911635076660599,1.391216687280505,-0.11371496224060418,-0.11371496224060322,False,True,False,True
123,0,0.0037657275850335905,Central,0.07084011347814308,Central,Arts,0.4978045777230597,Comm&Mgmt,Yes,0.7302600742665413,Mkt&Fin,1.6527229749903543,Placed,-1.0562620923111221,1.391216687280505,0.7553440255383669,0.7553440255383683,False,True,False,True
